#	Card	Card type	Type	Level	Attack	Defense	Password	SC Cost	Image
195	Doron	Monster	Warrior	2	900	500	756652	30	https://ms.yugipedia.com//7/74/Doron-FMR-NA-VG.png
196	Arma Knight	Monster	Aqua	4	1000	1200	36151751	70	https://ms.yugipedia.com//f/f4/ArmaKnight-FMR-NA-VG.png
197	Mech Mole Zombie	Monster	Zombie	2	500	400	63545455	20	https://ms.yugipedia.com//d/d2/MechMoleZombie-FMR-NA-VG.png
198	Happy Lover	Monster	Fairy	2	800	500	99030164	30	https://ms.yugipedia.com//3/3a/HappyLover-FMR-NA-VG.png
199	Penguin Knight	Monster	Aqua	3	900	800	36039163	40	https://ms.yugipedia.com//5/53/PenguinKnight-FMR-NA-VG.png
200	Petit Dragon	Monster	Dragon	2	600	700	75356564	30	https://ms.yugipedia.com//b/b4/PetitDragon-FMR-NA-VG.png
201	Frenzied Panda	Monster	Beast	4	1200	1000	98818516	70	https://ms.yugipedia.com//a/a6/FrenziedPanda-FMR-NA-VG.png
202	Air Marmot of Nefariousness	Monster	Beast	2	400	600	75889523	20	https://ms.yugipedia.com//d/d8/AirMarmotofNefariousness-FMR-NA-VG.png
203	Phantom Ghost	Monster	Zombie	2	600	800	61201220	30	https://ms.yugipedia.com//f/f1/PhantomGhost-FMR-NA-VG.png
204	Mabarrel	Monster	Fiend	5	1700	1400	98795934	230	https://ms.yugipedia.com//f/fb/Mabarrel-FMR-NA-VG.png
205	Dorover	Monster	Aqua	3	900	800	24194033	40	https://ms.yugipedia.com//3/37/Dorover-FMR-NA-VG.png
206	Twin Long Rods #1	Monster	Aqua	3	900	700	60589682	35	https://ms.yugipedia.com//9/91/TwinLongRods1-FMR-NA-VG.png
207	Droll Bird	Monster	Winged Beast	2	600	500	97973387	25	https://ms.yugipedia.com//9/98/DrollBird-FMR-NA-VG.png
208	Petit Angel	Monster	Fairy	3	600	900	38142739	30	https://ms.yugipedia.com//c/cf/PetitAngel-FMR-NA-VG.png
209	Winged Cleaver	Monster	Insect	2	700	700	39175982	30	https://ms.yugipedia.com//a/ab/WingedCleaver-FMR-NA-VG.png
210	Hinotama Soul	Monster	Pyro	2	600	500	96851799	25	https://ms.yugipedia.com//1/16/HinotamaSoul-FMR-NA-VG.png
211	Kaminarikozou	Monster	Thunder	2	700	600	15510988	30	https://ms.yugipedia.com//b/bd/Kaminarikozou-FMR-NA-VG.png
212	Meotoko	Monster	Beast	2	700	600	53832650	30	https://ms.yugipedia.com//d/dc/Meotoko-FMR-NA-VG.png
213	Aqua Madoor	Monster	Spellcaster	4	1200	2000	85639257	250	https://ms.yugipedia.com//2/26/AquaMadoor-FMR-NA-VG.png
214	Kagemusha of the Blue Flame	Monster	Warrior	2	800	400	15401633	25	https://ms.yugipedia.com//5/5b/KagemushaoftheBlueFlame-FMR-NA-VG.png
215	Flame Ghost	Monster	Zombie	3	1000	800	58528964	45	https://ms.yugipedia.com//2/28/FlameGhost-FMR-NA-VG.png
216	Dryad	Monster	Spellcaster	4	1200	1400	84916669	120	https://ms.yugipedia.com//7/7e/Dryad-FMR-NA-VG.png
217	B. Skull Dragon	Monster	Dragon	9	3200	2500	11901678	999999	https://ms.yugipedia.com//6/6f/BSkullDragon-FMR-NA-VG.png
218	Two-mouth Darkruler	Monster	Dinosaur	3	900	700	57305373	35	https://ms.yugipedia.com//1/16/TwomouthDarkruler-FMR-NA-VG.png
219	Solitude	Monster	Beast-Warrior	3	1050	1000	84794011	55	https://ms.yugipedia.com//8/82/Solitude-FMR-NA-VG.png
220	Masked Sorcerer	Monster	Spellcaster	4	900	1400	10189126	80	https://ms.yugipedia.com//f/fc/MaskedSorcerer-FMR-NA-VG.png
221	Kumootoko	Monster	Insect	3	700	1400	56283725	60	https://ms.yugipedia.com//c/c2/Kumootoko-FMR-NA-VG.png
222	Midnight Fiend	Monster	Fiend	2	800	600	83678433	30	https://ms.yugipedia.com//a/a1/MidnightFiend-FMR-NA-VG.png
223	Roaring Ocean Snake	Monster	Aqua	6	2100	1800	19066538	550	https://ms.yugipedia.com//c/cf/RoaringOceanSnake-FMR-NA-VG.png
224	Trap Master	Monster	Warrior	3	500	1100	46461247	35	https://ms.yugipedia.com//2/2c/TrapMaster-FMR-NA-VG.png
225	Fiend Sword	Monster	Warrior	4	1400	800	22855882	70	https://ms.yugipedia.com//3/31/FiendSword-FMR-NA-VG.png
226	Skull Stalker	Monster	Warrior	3	900	800	54844990	40	https://ms.yugipedia.com//b/b4/SkullStalker-FMR-NA-VG.png
227	Hitodenchak	Monster	Aqua	2	600	700	46718686	30	https://ms.yugipedia.com//8/82/Hitodenchak-FMR-NA-VG.png
228	Wood Remains	Monster	Zombie	3	1000	900	17733394	50	https://ms.yugipedia.com//5/5a/WoodRemains-FMR-NA-VG.png
229	Hourglass of Life	Monster	Fairy	2	700	600	8783685	30	https://ms.yugipedia.com//0/03/HourglassofLife-FMR-NA-VG.png
230	Rare Fish	Monster	Fish	4	1500	1200	80516007	140	https://ms.yugipedia.com//1/1d/RareFish-FMR-NA-VG.png
231	Wood Clown	Monster	Warrior	3	800	1200	17511156	55	https://ms.yugipedia.com//8/81/WoodClown-FMR-NA-VG.png
232	Madjinn Gunn	Monster	Fiend	2	600	800	43905751	30	https://ms.yugipedia.com//c/ce/MadjinnGunn-FMR-NA-VG.png
233	Dark Titan of Terror	Monster	Fiend	4	1300	1100	89494469	120	https://ms.yugipedia.com//d/dc/DarkTitanofTerror-FMR-NA-VG.png
234	Beautiful Headhuntress	Monster	Warrior	4	1600	800	16899564	120	https://ms.yugipedia.com//b/b8/BeautifulHeadhuntress-FMR-NA-VG.png
235	Wodan the Resident of the Forest	Monster	Warrior	3	900	1200	42883273	999999	https://ms.yugipedia.com//1/10/WodantheResidentoftheForest-FMR-NA-VG.png
236	Guardian of the Labyrinth	Monster	Warrior	4	1000	1200	89272878	70	https://ms.yugipedia.com//c/c5/GuardianoftheLabyrinth-FMR-NA-VG.png
237	Haniwa	Monster	Rock	2	500	500	84285623	20	https://ms.yugipedia.com//c/c4/Haniwa-FMR-NA-VG.png
238	Yashinoki	Monster	Plant	2	800	600	41061625	30	https://ms.yugipedia.com//0/0c/Yashinoki-FMR-NA-VG.png
239	Vishwar Randi	Monster	Warrior	3	900	700	78556320	35	https://ms.yugipedia.com//a/a8/VishwarRandi-FMR-NA-VG.png
240	The Drdek	Monster	Fiend	3	700	800	8944575	30	https://ms.yugipedia.com//4/47/TheDrdek-FMR-NA-VG.png
241	Dark Assailant	Monster	Zombie	4	1200	1200	41949033	120	https://ms.yugipedia.com//7/75/DarkAssailant-FMR-NA-VG.png
242	Candle of Fate	Monster	Fiend	2	600	600	47695416	25	https://ms.yugipedia.com//1/19/CandleofFate-FMR-NA-VG.png
243	Water Element	Monster	Aqua	3	900	700	3732747	35	https://ms.yugipedia.com//8/85/WaterElement-FMR-NA-VG.png
244	Dissolverock	Monster	Rock	3	900	1000	40826495	50	https://ms.yugipedia.com//5/52/Dissolverock-FMR-NA-VG.png
245	Meda Bat	Monster	Fiend	2	800	400	76211194	25	https://ms.yugipedia.com//0/0e/MedaBat-FMR-NA-VG.png
246	One Who Hunts Souls	Monster	Beast-Warrior	4	1100	1000	3606209	60	https://ms.yugipedia.com//9/92/OneWhoHuntsSouls-FMR-NA-VG.png
247	Root Water	Monster	Fish	3	900	800	39004808	40	https://ms.yugipedia.com//a/ab/RootWater-FMR-NA-VG.png
248	Master & Expert	Monster	Beast	4	1200	1000	75499502	70	https://ms.yugipedia.com//8/84/MasterExpert-FMR-NA-VG.png
249	Water Omotics	Monster	Aqua	4	1400	1200	2483611	120	https://ms.yugipedia.com//6/6a/WaterOmotics-FMR-NA-VG.png
250	Hyo	Monster	Warrior	3	800	1200	38982356	55	https://ms.yugipedia.com//0/0d/Hyo-FMR-NA-VG.png
251	Enchanting Mermaid	Monster	Fish	3	1200	900	75376965	60	https://ms.yugipedia.com//4/41/EnchantingMermaid-FMR-NA-VG.png
252	Nekogal #1	Monster	Beast	3	1100	900	1761063	999999	https://ms.yugipedia.com//6/60/Nekogal1-FMR-NA-VG.png
253	Angelwitch	Monster	Spellcaster	3	800	1000	37160778	45	https://ms.yugipedia.com//1/1c/Angelwitch-FMR-NA-VG.png
254	Embryonic Beast	Monster	Fiend	2	500	750	64154377	25	https://ms.yugipedia.com//a/ae/EmbryonicBeast-FMR-NA-VG.png
255	Prevent Rat	Monster	Beast	4	500	2000	549481	100	https://ms.yugipedia.com//b/b8/PreventRat-FMR-NA-VG.png
256	Dimensional Warrior	Monster	Warrior	4	1200	1000	37043180	70	https://ms.yugipedia.com//b/bf/DimensionalWarrior-FMR-NA-VG.png
257	Stone Armadiller	Monster	Rock	3	800	1200	63432835	55	https://ms.yugipedia.com//c/c8/StoneArmadiller-FMR-NA-VG.png
258	Beastking of the Swamps	Monster	Aqua	4	1000	1100	99426834	60	https://ms.yugipedia.com//f/f8/BeastkingoftheSwamps-FMR-NA-VG.png
259	Ancient Sorcerer	Monster	Spellcaster	4	1000	1300	36821538	80	https://ms.yugipedia.com//8/81/AncientSorcerer-FMR-NA-VG.png
260	Lunar Queen Elzaim	Monster	Fairy	3	750	1100	62210247	45	https://ms.yugipedia.com//0/07/LunarQueenElzaim-FMR-NA-VG.png
261	Wicked Mirror	Monster	Fiend	2	700	600	15150371	30	https://ms.yugipedia.com//5/50/WickedMirror-FMR-NA-VG.png
262	The Little Swordsman of Aile	Monster	Warrior	3	800	1300	25109950	60	https://ms.yugipedia.com//3/34/TheLittleSwordsmanofAile-FMR-NA-VG.png
263	Rock Ogre Grotto #2	Monster	Rock	3	700	1400	62193699	60	https://ms.yugipedia.com//2/2c/RockOgreGrotto2-FMR-NA-VG.png
264	Wing Egg Elf	Monster	Fairy	3	500	1300	98582704	45	https://ms.yugipedia.com//7/7b/WingEggElf-FMR-NA-VG.png
265	The Furious Sea King	Monster	Aqua	3	800	700	18710707	30	https://ms.yugipedia.com//5/5e/TheFuriousSeaKing-FMR-NA-VG.png
266	Princess of Tsurugi	Monster	Warrior	3	900	700	51371017	35	https://ms.yugipedia.com//1/13/PrincessofTsurugi-FMR-NA-VG.png
267	Unknown Warrior of Fiend	Monster	Warrior	3	1000	500	97360116	30	https://ms.yugipedia.com//1/19/UnknownWarriorofFiend-FMR-NA-VG.png
268	Sectarian of Secrets	Monster	Spellcaster	2	700	500	15507080	25	https://ms.yugipedia.com//8/81/SectarianofSecrets-FMR-NA-VG.png
269	Versago the Destroyer	Monster	Fiend	3	1100	900	50259460	55	https://ms.yugipedia.com//9/99/VersagotheDestroyer-FMR-NA-VG.png
270	Wetha	Monster	Aqua	3	1000	900	96643568	50	https://ms.yugipedia.com//c/c6/Wetha-FMR-NA-VG.png
271	Megirus Light	Monster	Fiend	3	900	600	23032273	30	https://ms.yugipedia.com//c/ca/MegirusLight-FMR-NA-VG.png
272	Mavelus	Monster	Winged Beast	4	1300	900	59036972	70	https://ms.yugipedia.com//4/42/Mavelus-FMR-NA-VG.png
273	Ancient Tree of Enlightenment	Monster	Plant	3	600	1500	86421986	60	https://ms.yugipedia.com//f/ff/AncientTreeofEnlightenment-FMR-NA-VG.png
274	Green Phantom King	Monster	Plant	3	500	1600	22910685	60	https://ms.yugipedia.com//5/58/GreenPhantomKing-FMR-NA-VG.png
275	Ground Attacker Bugroth	Monster	Machine	4	1500	1000	58314394	100	https://ms.yugipedia.com//8/83/GroundAttackerBugroth-FMR-NA-VG.png
276	Ray & Temperature	Monster	Fairy	3	1000	1000	85309439	55	https://ms.yugipedia.com//b/be/RayTemperature-FMR-NA-VG.png
277	Gorgon Egg	Monster	Fiend	3	300	1300	11793047	35	https://ms.yugipedia.com//6/69/GorgonEgg-FMR-NA-VG.png
278	Petit Moth	Monster	Insect	1	300	200	58192742	10	https://ms.yugipedia.com//3/33/PetitMoth-FMR-NA-VG.png
279	King Fog	Monster	Fiend	3	1000	900	84686841	50	https://ms.yugipedia.com//9/97/KingFog-FMR-NA-VG.png
280	Protector of the Throne	Monster	Warrior	4	800	1500	10071456	80	https://ms.yugipedia.com//5/54/ProtectoroftheThrone-FMR-NA-VG.png
281	Mystic Clown	Monster	Fiend	4	1500	1000	47060154	100	https://ms.yugipedia.com//2/23/MysticClown-FMR-NA-VG.png
282	Mystical Sheep #2	Monster	Beast	3	800	1000	83464209	45	https://ms.yugipedia.com//e/eb/MysticalSheep2-FMR-NA-VG.png
283	Holograh	Monster	Machine	3	1100	700	10859908	45	https://ms.yugipedia.com//b/b6/Holograh-FMR-NA-VG.png
284	Tao the Chanter	Monster	Spellcaster	3	1200	900	46247516	999999	https://ms.yugipedia.com//b/b9/TaotheChanter-FMR-NA-VG.png
285	Serpent Marauder	Monster	Reptile	2	700	600	82742611	30	https://ms.yugipedia.com//3/3f/SerpentMarauder-FMR-NA-VG.png
286	Gatekeeper	Monster	Machine	5	1500	1800	19737320	290	https://ms.yugipedia.com//6/66/Gatekeeper-FMR-NA-VG.png
287	Ogre of the Black Shadow	Monster	Beast-Warrior	4	1200	1400	45121025	120	https://ms.yugipedia.com//2/2e/OgreoftheBlackShadow-FMR-NA-VG.png
288	Dark Artist	Monster	Fiend	3	600	1400	72520073	999999	https://ms.yugipedia.com//d/da/DarkArtist-FMR-NA-VG.png
289	Change Slime	Monster	Aqua	1	400	300	18914778	15	https://ms.yugipedia.com//a/a7/ChangeSlime-FMR-NA-VG.png
290	Moon Envoy	Monster	Warrior	4	1100	1000	45909477	60	https://ms.yugipedia.com//0/05/MoonEnvoy-FMR-NA-VG.png
291	Fireyarou	Monster	Pyro	4	1300	1000	71407486	80	https://ms.yugipedia.com//a/a5/Fireyarou-FMR-NA-VG.png
292	Psychic Kappa	Monster	Aqua	2	400	1000	7892180	30	https://ms.yugipedia.com//d/d7/PsychicKappa-FMR-NA-VG.png
293	Masaki the Legendary Swordsman	Monster	Warrior	4	1100	1100	44287299	70	https://ms.yugipedia.com//e/e3/MasakitheLegendarySwordsman-FMR-NA-VG.png
294	Dragoness the Wicked Knight	Monster	Warrior	3	1200	900	70681994	60	https://ms.yugipedia.com//b/b0/DragonesstheWickedKnight-FMR-NA-VG.png
295	Bio Plant	Monster	Fiend	3	600	1300	7670542	50	https://ms.yugipedia.com//c/ca/BioPlant-FMR-NA-VG.png
296	One-eyed Shield Dragon	Monster	Dragon	3	700	1300	33064647	55	https://ms.yugipedia.com//7/78/OneeyedShieldDragon-FMR-NA-VG.png
297	Cyber Soldier of Darkworld	Monster	Machine	4	1400	1200	75559356	120	https://ms.yugipedia.com//3/30/CyberSoldierofDarkworld-FMR-NA-VG.png
298	Wicked Dragon with the Ersatz Head	Monster	Dragon	3	900	900	2957055	45	https://ms.yugipedia.com//a/a9/WickedDragonwiththeErsatzHead-FMR-NA-VG.png
299	Sonic Maid	Monster	Warrior	3	1200	900	38942059	999999	https://ms.yugipedia.com//2/2c/SonicMaid-FMR-NA-VG.png
300	Kurama	Monster	Winged Beast	3	800	800	85705804	35	https://ms.yugipedia.com//1/15/Kurama-FMR-NA-VG.png
301	Legendary Sword	Equip					61854111	800	https://ms.yugipedia.com//1/1a/LegendarySword-FMR-NA-VG.png
302	Sword of Dark Destruction	Equip					37120512	800	https://ms.yugipedia.com//1/1c/SwordofDarkDestruction-FMR-NA-VG.png
303	Dark Energy	Equip					4614116	800	https://ms.yugipedia.com//7/74/DarkEnergy-FMR-NA-VG.png
304	Axe of Despair	Equip					40619825	800	https://ms.yugipedia.com//3/34/AxeofDespair-FMR-NA-VG.png
305	Laser Cannon Armor	Equip					77007920	800	https://ms.yugipedia.com//6/67/LaserCannonArmor-FMR-NA-VG.png
306	Insect Armor with Laser Cannon	Equip					3492538	800	https://ms.yugipedia.com//c/cc/InsectArmorwithLaserCannon-FMR-NA-VG.png
307	Elf's Light	Equip					39897277	800	https://ms.yugipedia.com//9/97/ElfsLight-FMR-NA-VG.png
308	Beast Fangs	Equip					46009906	800	https://ms.yugipedia.com//7/71/BeastFangs-FMR-NA-VG.png
309	Steel Shell	Equip					2370081	800	https://ms.yugipedia.com//0/08/SteelShell-FMR-NA-VG.png
310	Vile Germs	Equip					39774685	800	https://ms.yugipedia.com//f/f9/VileGerms-FMR-NA-VG.png
311	Black Pendant	Equip					65169794	800	https://ms.yugipedia.com//2/25/BlackPendant-FMR-NA-VG.png
312	Silver Bow and Arrow	Equip					1557499	800	https://ms.yugipedia.com//4/4a/SilverBowandArrow-FMR-NA-VG.png
313	Horn of Light	Equip					38552107	800	https://ms.yugipedia.com//8/8e/HornofLight-FMR-NA-VG.png
314	Horn of the Unicorn	Equip					64047146	800	https://ms.yugipedia.com//7/79/HornoftheUnicorn-FMR-NA-VG.png
315	Dragon Treasure	Equip					1435851	800	https://ms.yugipedia.com//e/eb/DragonTreasure-FMR-NA-VG.png
316	Electro-whip	Equip					37820550	800	https://ms.yugipedia.com//4/43/Electrowhip-FMR-NA-VG.png
317	Cyber Shield	Equip					63224564	800	https://ms.yugipedia.com//4/46/CyberShield-FMR-NA-VG.png
318	Elegant Egotist	Equip					90219263	999999	https://ms.yugipedia.com//5/58/ElegantEgotist-FMR-NA-VG.png
319	Mystical Moon	Equip					36607978	800	https://ms.yugipedia.com//3/32/MysticalMoon-FMR-NA-VG.png
320	Stop Defense	Magic					63102017	800	https://ms.yugipedia.com//d/d5/StopDefense-FMR-NA-VG.png
321	Malevolent Nuzzler	Equip					99597615	800	https://ms.yugipedia.com//3/32/MalevolentNuzzler-FMR-NA-VG.png
322	Violet Crystal	Equip					15052462	800	https://ms.yugipedia.com//d/df/VioletCrystal-FMR-NA-VG.png
323	Book of Secret Arts	Equip					91595718	800	https://ms.yugipedia.com//a/a4/BookofSecretArts-FMR-NA-VG.png
324	Invigoration	Equip					98374133	800	https://ms.yugipedia.com//1/11/Invigoration-FMR-NA-VG.png
325	Machine Conversion Factory	Equip					25769732	999999	https://ms.yugipedia.com//8/8f/MachineConversionFactory-FMR-NA-VG.png
326	Raise Body Heat	Equip					51267887	800	https://ms.yugipedia.com//4/47/RaiseBodyHeat-FMR-NA-VG.png
327	Follow Wind	Equip					98252586	800	https://ms.yugipedia.com//7/73/FollowWind-FMR-NA-VG.png
328	Power of Kaishin	Equip					77027445	800	https://ms.yugipedia.com//d/df/PowerofKaishin-FMR-NA-VG.png
329	Dragon Capture Jar	Magic					50045299	999999	https://ms.yugipedia.com//c/c8/DragonCaptureJar-FMR-NA-VG.png
330	Forest	Field					87430998	55	https://ms.yugipedia.com//8/8e/Forest-FMR-NA-VG.png
331	Wasteland	Field					23424603	55	https://ms.yugipedia.com//1/1e/Wasteland-FMR-NA-VG.png
332	Mountain	Field					50913601	55	https://ms.yugipedia.com//8/87/Mountain-FMR-NA-VG.png
333	Sogen	Field					86318356	55	https://ms.yugipedia.com//3/35/Sogen-FMR-NA-VG.png
334	Umi	Field					22702055	55	https://ms.yugipedia.com//b/b7/Umi-FMR-NA-VG.png
335	Yami	Field					59197169	55	https://ms.yugipedia.com//e/e3/Yami-FMR-NA-VG.png
336	Dark Hole	Magic					53129443	20000	https://ms.yugipedia.com//6/68/DarkHole-FMR-NA-VG.png
337	Raigeki	Magic					12580477	999999	https://ms.yugipedia.com//6/62/Raigeki-FMR-NA-VG.png
338	Mooyan Curry	Magic					58074572	999999	https://ms.yugipedia.com//3/35/MooyanCurry-FMR-NA-VG.png
339	Red Medicine	Magic					38199696	55	https://ms.yugipedia.com//b/b5/RedMedicine-FMR-NA-VG.png
340	Goblin's Secret Remedy	Magic					11868825	20000	https://ms.yugipedia.com//8/8e/GoblinsSecretRemedy-FMR-NA-VG.png
341	Soul of the Pure	Magic					47852924	35000	https://ms.yugipedia.com//f/f3/SoulofthePure-FMR-NA-VG.png
342	Dian Keto the Cure Master	Magic					84257639	999999	https://ms.yugipedia.com//f/f7/DianKetotheCureMaster-FMR-NA-VG.png
343	Sparks	Magic					76103675	10	https://ms.yugipedia.com//9/9c/Sparks-FMR-NA-VG.png
344	Hinotama	Magic					46130346	55	https://ms.yugipedia.com//b/b9/Hinotama-FMR-NA-VG.png
345	Final Flame	Magic					73134081	20000	https://ms.yugipedia.com//8/82/FinalFlame-FMR-NA-VG.png
346	Ookazi	Magic					19523799	35000	https://ms.yugipedia.com//c/c5/Ookazi-FMR-NA-VG.png
347	Tremendous Fire	Magic					46918794	999999	https://ms.yugipedia.com//1/10/TremendousFire-FMR-NA-VG.png
348	Swords of Revealing Light	Magic					72302403	999999	https://ms.yugipedia.com//1/14/SwordsofRevealingLight-FMR-NA-VG.png
349	Spellbinding Circle	Magic					18807108	999999	https://ms.yugipedia.com//5/5f/SpellbindingCircle-FMR-NA-VG.png
350	Dark-piercing Light	Magic					45895206	999999	https://ms.yugipedia.com//d/dc/DarkpiercingLight-FMR-NA-VG.png
351	Yaranzo	Monster	Zombie	4	1300	1500	71280811	160	https://ms.yugipedia.com//7/77/Yaranzo-FMR-NA-VG.png
352	Kanan the Swordmistress	Monster	Warrior	4	1400	1400	12829151	160	https://ms.yugipedia.com//e/ea/KanantheSwordmistress-FMR-NA-VG.png
353	Takriminos	Monster	Sea Serpent	4	1500	1200	44073668	140	https://ms.yugipedia.com//1/19/Takriminos-FMR-NA-VG.png
354	Stuffed Animal	Monster	Warrior	3	1200	900	71068263	60	https://ms.yugipedia.com//2/23/StuffedAnimal-FMR-NA-VG.png
355	Megasonic Eye	Monster	Machine	5	1500	1800	7562372	290	https://ms.yugipedia.com//4/4f/MegasonicEye-FMR-NA-VG.png
356	Super War-lion	Monster	Beast	7	2300	2100			https://ms.yugipedia.com//c/cb/SuperWarlion-FMR-NA-VG.png
357	Yamadron	Monster	Dragon	5	1600	1800	70345785	320	https://ms.yugipedia.com//d/d0/Yamadron-FMR-NA-VG.png
358	Seiyaryu	Monster	Dragon	7	2500	2300	6740720	1700	https://ms.yugipedia.com//1/14/Seiyaryu-FMR-NA-VG.png
359	Three-legged Zombies	Monster	Zombie	3	1100	800	33734439	50	https://ms.yugipedia.com//1/13/ThreeleggedZombies-FMR-NA-VG.png
360	Zera The Mant	Monster	Fiend	8	2800	2300			https://ms.yugipedia.com//1/13/ZeraTheMant-FMR-NA-VG.png
361	Flying Penguin	Monster	Aqua	4	1200	1000	5628232	70	https://ms.yugipedia.com//1/1d/FlyingPenguin-FMR-NA-VG.png
362	Millennium Shield	Monster	Warrior	5	0	3000	32012841	200	https://ms.yugipedia.com//7/7c/MillenniumShield-FMR-NA-VG.png
363	Fairy's Gift	Monster	Spellcaster	4	1400	1000	68401546	120	https://ms.yugipedia.com//3/3d/FairysGift-FMR-NA-VG.png
364	Black Luster Soldier	Monster	Warrior	8	3000	2500			https://ms.yugipedia.com//a/a7/BlackLusterSoldier-FMR-NA-VG.png
365	Fiend's Mirror	Monster	Fiend	6	2100	1800			https://ms.yugipedia.com//d/d9/FiendsMirror-FMR-NA-VG.png
366	Labyrinth Wall	Monster	Rock	5	0	3000	67284908	200	https://ms.yugipedia.com//f/f7/LabyrinthWall-FMR-NA-VG.png
367	Jirai Gumo	Monster	Insect	4	2200	100	94773007	80	https://ms.yugipedia.com//e/e9/JiraiGumo-FMR-NA-VG.png
368	Shadow Ghoul	Monster	Zombie	5	1600	1300	30778711	180	https://ms.yugipedia.com//5/50/ShadowGhoul-FMR-NA-VG.png
369	Wall Shadow	Monster	Warrior	7	1600	3000	63162310	999999	https://ms.yugipedia.com//5/53/WallShadow-FMR-NA-VG.png
370	Labyrinth Tank	Monster	Machine	7	2400	2400	99551425	999999	https://ms.yugipedia.com//b/b8/LabyrinthTank-FMR-NA-VG.png
371	Sanga of the Thunder	Monster	Thunder	7	2600	2200	25955164	999999	https://ms.yugipedia.com//9/96/SangaoftheThunder-FMR-NA-VG.png
372	Kazejin	Monster	Spellcaster	7	2400	2200	62340868	999999	https://ms.yugipedia.com//c/c2/Kazejin-FMR-NA-VG.png
373	Suijin	Monster	Aqua	7	2500	2400	98434877	999999	https://ms.yugipedia.com//3/3a/Suijin-FMR-NA-VG.png
374	Gate Guardian	Monster	Warrior	11	3750	3400			https://ms.yugipedia.com//5/51/GateGuardian-FMR-NA-VG.png
375	Dungeon Worm	Monster	Insect	5	1800	1500	51228280	290	https://ms.yugipedia.com//6/65/DungeonWorm-FMR-NA-VG.png
376	Monster Tamer	Monster	Warrior	5	1800	1600	97612389	320	https://ms.yugipedia.com//2/2d/MonsterTamer-FMR-NA-VG.png
377	Ryu-kishin Powered	Monster	Fiend	4	1600	1200	24611934	160	https://ms.yugipedia.com//3/3f/RyukishinPowered-FMR-NA-VG.png
378	Swordstalker	Monster	Warrior	6	2000	1600	50005633	400	https://ms.yugipedia.com//7/78/Swordstalker-FMR-NA-VG.png
379	La Jinn the Mystical Genie	Monster	Fiend	4	1800	1000	97590747	160	https://ms.yugipedia.com//b/ba/LaJinntheMysticalGenie-FMR-NA-VG.png
380	Blue-eyes Ultimate Dragon	Monster	Dragon	12	4500	3800			https://ms.yugipedia.com//0/04/BlueeyesUltimateDragon-FMR-NA-VG.png
381	Toon Alligator	Monster	Reptile	4	800	1600	59383041	120	https://ms.yugipedia.com//0/04/ToonAlligator-FMR-NA-VG.png
382	Rude Kaiser	Monster	Beast-Warrior	5	1800	1600	26378150	320	https://ms.yugipedia.com//6/61/RudeKaiser-FMR-NA-VG.png
383	Parrot Dragon	Monster	Dragon	5	2000	1300	62762898	290	https://ms.yugipedia.com//a/ac/ParrotDragon-FMR-NA-VG.png
384	Dark Rabbit	Monster	Beast	4	1100	1500	99261403	120	https://ms.yugipedia.com//1/18/DarkRabbit-FMR-NA-VG.png
385	Bickuribox	Monster	Fiend	7	2300	2000	25655502	900	https://ms.yugipedia.com//9/95/Bickuribox-FMR-NA-VG.png
386	Harpie's Pet Dragon	Monster	Dragon	7	2000	2500	52040216	999999	https://ms.yugipedia.com//d/d5/HarpiesPetDragon-FMR-NA-VG.png
387	Mystic Lamp	Monster	Spellcaster	1	400	300	98049915	15	https://ms.yugipedia.com//5/54/MysticLamp-FMR-NA-VG.png
388	Pendulum Machine	Monster	Machine	6	1750	2000	24433920	1000	https://ms.yugipedia.com//7/77/PendulumMachine-FMR-NA-VG.png
389	Giltia the D. Knight	Monster	Warrior	5	1850	1500	51828629	290	https://ms.yugipedia.com//6/6a/GiltiatheDKnight-FMR-NA-VG.png
390	Launcher Spider	Monster	Machine	7	2200	2500	87322377	999999	https://ms.yugipedia.com//9/91/LauncherSpider-FMR-NA-VG.png
391	Zoa	Monster	Fiend	7	2600	1900	24311372	999999	https://ms.yugipedia.com//4/48/Zoa-FMR-NA-VG.png
392	Metalzoa	Monster	Machine	8	3000	2300	50705071	999999	https://ms.yugipedia.com//0/01/Metalzoa-FMR-NA-VG.png
393	Zone Eater	Monster	Aqua	1	250	200	86100785	10	https://ms.yugipedia.com//8/81/ZoneEater-FMR-NA-VG.png
394	Steel Scorpion	Monster	Machine	1	250	300	13599884	10	https://ms.yugipedia.com//6/69/SteelScorpion-FMR-NA-VG.png
395	Dancing Elf	Monster	Fairy	1	300	200	59983499	10	https://ms.yugipedia.com//b/b6/DancingElf-FMR-NA-VG.png
396	Ocubeam	Monster	Fairy	5	1550	1650	86088138	260	https://ms.yugipedia.com//9/91/Ocubeam-FMR-NA-VG.png
397	Leghul	Monster	Insect	1	300	350	12472242	15	https://ms.yugipedia.com//1/18/Leghul-FMR-NA-VG.png
398	Ooguchi	Monster	Aqua	1	300	250	58861941	10	https://ms.yugipedia.com//7/72/Ooguchi-FMR-NA-VG.png
399	Swordsman from a Foreign Land	Monster	Warrior	1	250	250	85255550	10	https://ms.yugipedia.com//a/aa/SwordsmanfromaForeignLand-FMR-NA-VG.png
